Zone Type,Occupancy,Temperature,Humidity,Weekend,Day/Night,HVAC Status,Fan Status,Lighting Status,Energy Consumption
Office,18,20.22,72.88,Yes,Day,ON,ON,ON,47.68
Corridor,18,27.9,57.88,No,Night,ON,OFF,ON,45.91
Floor,76,29.25,40.93,No,Day,ON,OFF,ON,80.59
Meeting Hall,73,18.16,58.99,Yes,Day,OFF,OFF,OFF,44.73
Corridor,92,19.28,59.28,No,Day,OFF,OFF,ON,48.61
Office,27,18.32,61.55,No,Day,ON,OFF,ON,53.42
Office,76,18.82,69.04,No,Day,OFF,OFF,OFF,44.0
Corridor,14,19.52,79.04,No,Night,ON,ON,ON,47.8
Corridor,80,34.28,35.5,No,Day,ON,ON,ON,63.11
Office,62,21.51,39.58,Yes,Day,ON,OFF,ON,49.92
Meeting Hall,22,21.48,70.75,Yes,Day,OFF,OFF,OFF,38.45
Floor,42,32.58,56.45,No,Day,ON,ON,ON,76.51
Meeting Hall,9,30.8,67.28,No,Day,ON,ON,ON,60.76
Corridor,35,29.49,50.8,No,Day,ON,OFF,OFF,45.87
Meeting Hall,62,25.17,71.94,No,Day,OFF,ON,OFF,55.39
Office,48,18.53,51.06,No,Day,OFF,ON,ON,49.42
Corridor,13,32.05,77.33,No,Day,ON,OFF,ON,51.9
Floor,95,32.63,49.55,No,Day,ON,ON,ON,87.2
Office,33,26.19,44.07,No,Day,OFF,ON,ON,40.12
Office,94,28.96,35.1,No,Night,OFF,OFF,ON,52.13
Floor,38,26.12,72.43,No,Day,ON,ON,ON,72.31
Floor,31,23.03,77.47,No,Night,OFF,OFF,ON,49.02
Meeting Hall,79,27.19,74.71,Yes,Day,OFF,OFF,ON,59.16
Corridor,89,29.71,68.0,No,Day,ON,OFF,ON,63.48
Floor,80,20.63,51.61,No,Day,ON,OFF,ON,76.29
Floor,21,27.02,45.4,No,Day,ON,ON,OFF,68.09
Corridor,99,31.19,44.23,No,Day,OFF,ON,ON,60.54
Floor,34,26.09,67.98,No,Day,ON,OFF,ON,64.66
Floor,22,20.67,47.24,Yes,Night,ON,ON,ON,57.81
Meeting Hall,24,32.79,69.26,No,Day,OFF,ON,OFF,48.84
Office,68,29.46,79.11,No,Day,OFF,OFF,ON,53.38
Office,5,28.75,39.44,No,Day,ON,OFF,ON,47.29
Office,89,29.08,35.71,Yes,Night,ON,OFF,ON,54.48
Office,59,22.17,35.97,No,Night,ON,OFF,ON,48.65
Floor,5,26.37,32.95,No,Day,ON,OFF,ON,59.75
Corridor,18,23.54,64.55,No,Night,OFF,OFF,ON,27.39
Corridor,18,32.17,59.65,No,Day,ON,ON,ON,59.91
Meeting Hall,94,28.01,58.22,No,Day,ON,ON,OFF,78.23
Meeting Hall,100,30.19,59.08,No,Day,OFF,OFF,ON,62.78
Floor,86,29.23,33.48,No,Night,ON,ON,ON,80.01
Corridor,11,26.22,44.56,No,Night,ON,OFF,ON,39.25
Corridor,12,31.68,43.29,Yes,Night,ON,OFF,ON,39.38
Office,85,28.46,53.95,No,Day,OFF,OFF,ON,58.94
Floor,49,21.86,73.95,No,Night,ON,OFF,ON,63.22
Floor,66,22.94,78.61,No,Day,ON,OFF,ON,74.79
Office,75,32.06,60.6,No,Day,ON,ON,OFF,67.45
Floor,100,34.0,42.34,Yes,Day,OFF,ON,ON,74.67
Floor,30,27.32,49.03,Yes,Day,ON,ON,OFF,60.93
Meeting Hall,76,24.55,46.27,No,Day,ON,ON,OFF,62.6
Corridor,22,28.63,40.2,Yes,Day,OFF,ON,ON,36.35
Floor,76,26.22,78.93,No,Night,OFF,OFF,ON,61.03
Meeting Hall,69,32.31,36.58,No,Day,OFF,ON,ON,63.8
Corridor,57,32.16,58.32,No,Day,ON,ON,ON,61.11
Office,66,25.75,69.93,Yes,Night,OFF,ON,OFF,33.81
Meeting Hall,70,31.68,76.98,Yes,Day,ON,ON,ON,66.8
Meeting Hall,9,21.28,40.05,No,Day,ON,ON,ON,52.42
Corridor,94,24.36,39.61,No,Day,ON,ON,ON,60.42
Office,67,19.35,54.86,No,Day,ON,OFF,OFF,56.03
Meeting Hall,43,31.73,49.22,No,Day,ON,ON,ON,64.1
Floor,69,34.58,42.47,No,Day,ON,ON,OFF,76.25
Floor,81,27.8,34.72,No,Night,OFF,ON,ON,66.18
Floor,70,31.03,48.23,No,Day,ON,OFF,ON,83.9
Office,97,24.83,44.08,No,Day,ON,OFF,OFF,58.67
Meeting Hall,86,27.55,38.6,Yes,Day,ON,OFF,ON,66.76
Floor,7,23.91,48.41,Yes,Day,OFF,OFF,OFF,45.94
Office,87,29.85,34.08,No,Day,ON,ON,ON,72.0
Floor,27,22.19,75.86,No,Night,ON,ON,OFF,57.94
Corridor,54,20.61,59.95,No,Night,ON,ON,OFF,41.77
Meeting Hall,66,33.28,53.96,Yes,Day,OFF,OFF,ON,60.34
Meeting Hall,76,32.69,36.48,No,Night,ON,ON,ON,68.56
Office,38,32.19,68.87,Yes,Day,ON,OFF,ON,52.42
Office,32,31.97,33.77,No,Day,ON,ON,OFF,49.93
Meeting Hall,79,30.4,79.25,No,Day,OFF,ON,ON,67.02
Floor,74,32.87,72.14,No,Day,ON,ON,OFF,85.31
Floor,28,21.57,53.55,No,Night,ON,OFF,ON,59.8
Corridor,88,32.8,63.59,No,Day,ON,ON,OFF,64.43
Floor,16,33.6,34.45,No,Day,OFF,OFF,ON,58.12
Office,36,30.17,54.43,No,Night,ON,ON,ON,53.09
Office,5,28.19,70.98,No,Night,ON,ON,ON,46.89
Floor,45,22.01,33.91,No,Night,ON,ON,OFF,61.51
Office,13,32.72,40.85,Yes,Day,ON,ON,ON,47.85
Meeting Hall,82,27.81,68.87,Yes,Day,ON,ON,OFF,70.04
Meeting Hall,36,28.38,52.92,Yes,Day,ON,ON,OFF,56.87
Floor,75,28.31,63.25,Yes,Day,OFF,ON,OFF,63.39
Meeting Hall,82,32.74,70.91,No,Night,ON,OFF,ON,70.14
Meeting Hall,84,20.33,37.27,No,Night,OFF,ON,ON,57.3
Corridor,28,19.05,53.43,No,Night,ON,ON,ON,42.96
Corridor,91,21.81,58.13,No,Day,OFF,OFF,OFF,40.57
Meeting Hall,80,26.36,60.75,No,Night,ON,OFF,ON,55.13
Floor,48,25.98,72.39,No,Night,ON,ON,ON,68.78
Corridor,1,26.7,53.82,No,Day,ON,OFF,ON,44.18
Office,69,19.94,45.86,Yes,Day,OFF,OFF,OFF,38.94
Office,88,31.48,70.12,Yes,Night,OFF,ON,ON,47.74
Office,82,23.14,74.84,No,Day,ON,ON,OFF,63.78
Floor,69,33.52,47.93,No,Night,ON,ON,ON,81.88
Meeting Hall,64,32.28,66.32,Yes,Day,ON,ON,ON,68.87
Office,45,19.08,40.6,Yes,Night,ON,OFF,OFF,37.82
Floor,62,18.91,34.5,No,Night,ON,ON,ON,70.27
Corridor,97,28.69,48.83,Yes,Day,ON,ON,OFF,62.27
Meeting Hall,84,19.31,50.35,No,Night,ON,OFF,ON,63.81
Corridor,20,27.72,35.7,No,Day,OFF,OFF,ON,41.16
Floor,26,19.35,35.11,No,Day,OFF,ON,ON,57.98
Office,62,26.15,65.31,No,Day,ON,OFF,OFF,57.5
Office,22,25.12,65.94,No,Day,OFF,OFF,OFF,34.67
Floor,99,28.05,33.62,No,Night,ON,OFF,ON,77.55
Office,99,24.06,55.34,No,Night,OFF,ON,ON,58.69
Meeting Hall,95,20.38,57.98,No,Day,ON,ON,OFF,63.81
Floor,38,32.32,54.93,Yes,Day,OFF,ON,OFF,52.24
Corridor,57,23.09,78.96,No,Day,ON,ON,OFF,52.05
Floor,44,19.15,52.89,No,Day,ON,ON,OFF,67.06
Meeting Hall,80,26.51,57.26,No,Night,OFF,OFF,ON,51.34
Meeting Hall,13,32.92,45.51,No,Day,ON,ON,ON,64.53
Floor,21,22.77,42.61,No,Day,ON,ON,OFF,62.34
Floor,16,25.66,70.95,Yes,Day,ON,OFF,ON,62.31
Office,28,24.84,76.4,No,Day,OFF,ON,OFF,36.94
Meeting Hall,37,18.82,46.09,No,Night,ON,OFF,OFF,51.0
Floor,89,32.76,72.39,No,Day,ON,OFF,OFF,79.45
Floor,30,30.9,51.09,No,Day,ON,OFF,ON,72.19
Meeting Hall,97,19.63,56.23,Yes,Night,ON,ON,ON,65.86
Floor,57,20.25,38.91,No,Night,ON,OFF,ON,65.42
Office,90,18.18,59.22,Yes,Night,OFF,OFF,ON,39.19
Meeting Hall,16,34.76,77.63,No,Night,ON,OFF,OFF,52.9
Office,22,25.08,32.53,No,Night,ON,OFF,ON,42.75
Office,97,33.82,43.06,Yes,Day,ON,ON,OFF,67.57
Office,81,25.14,64.72,No,Day,ON,ON,ON,65.5
Office,84,19.76,43.43,Yes,Day,OFF,OFF,ON,45.05
Meeting Hall,19,23.84,48.4,Yes,Night,ON,OFF,ON,46.59
Office,95,25.11,44.5,No,Day,OFF,OFF,ON,52.45
Office,75,21.0,78.37,No,Day,ON,ON,ON,61.76
Floor,3,18.91,54.36,No,Day,ON,ON,OFF,54.93
Meeting Hall,72,23.38,36.69,No,Night,ON,ON,OFF,59.89
Meeting Hall,74,27.17,36.11,No,Day,OFF,OFF,ON,61.37
Corridor,48,22.34,45.52,No,Day,OFF,OFF,ON,41.87
Meeting Hall,93,34.3,50.05,Yes,Day,ON,ON,OFF,67.7
Meeting Hall,25,26.18,44.44,Yes,Night,OFF,OFF,OFF,30.01
Corridor,31,20.21,57.53,No,Day,ON,ON,ON,51.5
Meeting Hall,27,25.03,73.59,No,Day,OFF,ON,ON,51.42
Meeting Hall,50,30.03,69.41,No,Day,OFF,ON,ON,63.42
Meeting Hall,39,26.28,58.95,No,Day,OFF,OFF,ON,52.73
Meeting Hall,36,23.63,66.21,No,Day,OFF,OFF,ON,53.64
Corridor,50,19.81,63.12,Yes,Day,OFF,ON,ON,40.82
Meeting Hall,56,25.81,33.3,Yes,Day,OFF,ON,OFF,55.49
Meeting Hall,79,19.66,61.73,No,Night,ON,OFF,ON,60.96
Corridor,71,24.3,73.6,No,Day,ON,ON,OFF,50.43
Floor,66,19.98,71.5,No,Day,ON,OFF,ON,73.82
Office,2,29.49,53.5,Yes,Night,OFF,OFF,OFF,19.87
Floor,73,31.13,46.29,No,Night,ON,ON,OFF,75.3
Corridor,62,22.14,48.89,Yes,Day,ON,ON,OFF,45.44
Office,11,19.27,58.29,Yes,Day,OFF,ON,ON,40.54
Corridor,78,23.9,50.48,No,Night,OFF,ON,OFF,35.24
Corridor,90,27.53,47.42,No,Night,ON,OFF,ON,53.56
Meeting Hall,50,31.05,35.93,No,Day,ON,ON,ON,66.11
Office,10,24.85,35.31,Yes,Day,ON,OFF,OFF,38.12
Meeting Hall,5,24.22,31.47,No,Day,ON,ON,OFF,54.89
Office,11,33.44,79.69,No,Day,OFF,OFF,ON,41.36
Corridor,81,25.64,48.13,No,Day,OFF,ON,OFF,43.07
Corridor,24,25.6,33.63,No,Day,ON,OFF,ON,49.08
Floor,97,24.97,58.38,Yes,Day,ON,OFF,ON,75.99
Office,25,24.17,63.75,No,Day,OFF,ON,ON,42.93
Meeting Hall,87,30.38,64.04,No,Day,ON,ON,ON,76.92
Floor,57,22.79,78.47,Yes,Day,ON,OFF,ON,70.98
Floor,79,24.44,40.66,No,Day,OFF,ON,ON,73.37
Floor,35,22.8,74.74,Yes,Day,OFF,ON,OFF,49.99
Meeting Hall,35,27.7,75.31,No,Night,ON,OFF,OFF,51.55
Floor,20,34.33,52.89,No,Day,OFF,ON,ON,62.62
Meeting Hall,93,24.64,77.64,Yes,Night,ON,ON,ON,65.28
Floor,48,34.46,40.09,No,Day,ON,OFF,ON,73.95
Meeting Hall,83,29.16,46.98,No,Day,ON,OFF,OFF,63.43
Corridor,59,31.52,67.97,No,Day,ON,ON,OFF,61.48
Corridor,61,23.66,77.26,No,Night,ON,ON,ON,47.72
Corridor,18,21.82,33.9,No,Day,ON,OFF,OFF,39.38
Corridor,10,27.81,63.64,No,Day,OFF,ON,OFF,38.83
Corridor,77,34.84,77.16,No,Day,ON,OFF,ON,59.8
Floor,99,30.07,35.15,Yes,Night,ON,ON,ON,76.31
Floor,79,29.59,39.15,No,Night,ON,OFF,ON,72.09
Floor,2,25.65,63.86,No,Day,ON,ON,ON,70.4
Meeting Hall,56,32.95,61.61,No,Day,ON,OFF,ON,64.45
Meeting Hall,85,29.85,44.92,No,Day,ON,ON,ON,82.64
Meeting Hall,68,29.47,76.83,No,Day,OFF,ON,ON,64.09
Meeting Hall,52,22.97,49.33,No,Day,ON,ON,ON,70.71
Corridor,65,34.28,47.07,No,Night,ON,ON,ON,61.92
Corridor,11,22.26,72.06,No,Night,ON,ON,OFF,30.68
Corridor,61,26.9,58.08,No,Day,ON,OFF,OFF,48.93
Office,44,23.77,52.1,No,Day,OFF,OFF,OFF,41.83
Floor,56,21.07,57.24,No,Day,ON,ON,OFF,67.77
Meeting Hall,1,20.45,65.85,No,Day,ON,ON,ON,58.4
Meeting Hall,100,22.98,34.17,Yes,Day,OFF,OFF,ON,56.03
Corridor,54,29.71,46.68,No,Day,ON,ON,ON,60.59
Meeting Hall,18,34.57,73.03,No,Day,ON,ON,ON,62.83
Meeting Hall,60,32.51,66.63,Yes,Day,OFF,ON,ON,59.16
Floor,23,21.71,33.69,Yes,Night,OFF,ON,ON,43.26
Corridor,4,19.33,53.01,No,Day,ON,ON,OFF,39.37
Floor,25,29.67,45.4,No,Day,ON,OFF,ON,69.04
Office,91,18.51,69.65,No,Day,OFF,ON,ON,62.14
Office,34,32.61,37.19,Yes,Day,ON,OFF,OFF,45.98
Office,18,32.03,37.24,Yes,Night,ON,ON,ON,42.12
Corridor,30,31.49,67.08,No,Night,ON,ON,ON,51.63
Meeting Hall,82,27.39,79.36,No,Day,ON,ON,ON,72.0
Corridor,43,34.55,49.5,Yes,Night,ON,OFF,ON,44.0
Corridor,18,25.79,73.17,No,Day,ON,ON,ON,52.84
Meeting Hall,83,34.77,49.91,No,Night,OFF,ON,ON,57.62
Floor,80,32.99,62.84,Yes,Day,ON,ON,ON,79.87
Office,11,20.15,54.34,Yes,Day,ON,ON,OFF,38.24
Floor,34,33.21,67.16,Yes,Day,ON,ON,OFF,62.84
Office,89,23.18,32.86,No,Night,OFF,ON,ON,54.1
Corridor,57,31.06,57.48,No,Day,ON,ON,ON,60.34
Office,71,18.0,79.92,No,Night,ON,OFF,OFF,41.45
Corridor,24,22.69,67.58,No,Day,ON,ON,OFF,51.0
Floor,24,30.89,41.51,No,Night,ON,OFF,ON,65.73
Corridor,85,34.53,45.28,No,Day,OFF,ON,ON,58.39
Floor,12,20.91,64.46,No,Night,ON,ON,ON,54.75
Meeting Hall,41,25.81,37.45,Yes,Day,ON,OFF,ON,61.55
Meeting Hall,14,27.98,30.35,No,Day,OFF,OFF,ON,45.38
Meeting Hall,22,34.19,68.64,No,Night,ON,OFF,OFF,48.17
Corridor,27,25.71,59.97,No,Night,ON,OFF,OFF,34.28
Meeting Hall,12,33.87,63.64,No,Day,ON,OFF,OFF,55.99
Office,95,34.63,31.1,Yes,Day,ON,ON,ON,66.7
Floor,74,34.01,48.93,No,Day,ON,ON,ON,82.98
Floor,43,30.73,56.59,No,Day,ON,ON,ON,72.47
Office,77,20.15,64.89,No,Day,ON,OFF,ON,55.73
Corridor,51,28.24,72.23,No,Day,ON,OFF,ON,58.68
Corridor,34,30.81,44.33,No,Day,OFF,OFF,ON,41.95
Floor,46,34.23,75.35,No,Night,OFF,ON,ON,60.11
Meeting Hall,34,31.23,63.61,No,Night,OFF,OFF,OFF,39.36
Corridor,49,27.16,49.93,No,Day,ON,ON,ON,56.69
Corridor,86,21.49,63.09,No,Day,OFF,OFF,ON,45.13
Office,39,25.77,63.06,No,Day,ON,ON,OFF,51.47
Office,76,28.85,40.68,No,Day,ON,OFF,OFF,55.86
Meeting Hall,69,23.52,30.31,No,Day,ON,ON,ON,62.95
Corridor,92,25.76,36.13,Yes,Day,ON,ON,ON,60.47
Corridor,41,18.3,77.75,Yes,Day,ON,OFF,OFF,37.89
Office,14,32.94,72.92,No,Day,ON,OFF,ON,53.13
Corridor,59,18.59,38.62,No,Night,ON,ON,OFF,43.51
Floor,57,24.96,62.97,No,Night,ON,OFF,ON,68.04
Office,68,26.69,75.81,No,Day,OFF,OFF,ON,48.82
Meeting Hall,32,34.53,75.8,Yes,Day,ON,ON,ON,67.19
Office,39,33.9,58.22,No,Night,ON,ON,OFF,48.51
Corridor,1,28.99,66.17,No,Day,OFF,ON,OFF,38.53
Meeting Hall,32,27.93,49.7,No,Night,ON,ON,ON,60.03
Office,24,24.23,33.61,No,Night,ON,OFF,ON,42.52
Floor,58,18.7,56.44,No,Night,ON,ON,ON,65.82
Floor,26,22.55,45.91,Yes,Day,OFF,OFF,OFF,42.53
Office,55,32.41,50.35,No,Day,OFF,OFF,OFF,43.29
Floor,24,29.02,38.69,Yes,Night,ON,OFF,ON,50.89
Floor,4,31.85,66.76,No,Day,ON,OFF,OFF,60.51
Floor,61,32.23,77.41,No,Day,ON,OFF,ON,75.76
Meeting Hall,42,19.06,65.04,No,Day,ON,ON,ON,63.43
Floor,67,23.73,54.61,No,Day,OFF,OFF,ON,61.04
Floor,77,29.49,50.97,No,Night,ON,OFF,ON,72.76
Floor,80,32.5,57.55,No,Day,ON,ON,OFF,80.7
Meeting Hall,90,31.62,62.56,Yes,Night,OFF,OFF,ON,54.97
Office,35,25.18,36.34,No,Night,ON,ON,OFF,44.11
Corridor,97,33.85,69.53,No,Day,OFF,ON,OFF,48.96
Floor,9,23.11,30.27,No,Day,OFF,OFF,OFF,45.1
Office,21,24.39,72.25,No,Night,ON,OFF,ON,41.85
Floor,85,21.08,55.12,Yes,Day,OFF,OFF,OFF,55.88
Meeting Hall,27,21.86,51.73,Yes,Night,ON,ON,ON,48.65
Office,47,18.15,36.04,No,Night,ON,OFF,OFF,35.79
Meeting Hall,59,23.24,59.21,No,Day,OFF,OFF,ON,52.64
Floor,83,23.21,34.45,No,Night,ON,ON,OFF,67.86
Floor,62,19.14,73.3,No,Day,ON,ON,OFF,72.82
Meeting Hall,1,23.79,45.11,Yes,Day,ON,OFF,OFF,42.09
Corridor,22,23.12,38.63,No,Night,ON,ON,ON,48.98
Meeting Hall,50,31.58,42.56,Yes,Night,ON,ON,ON,56.79
Floor,97,20.66,56.66,No,Day,ON,ON,ON,86.61
Meeting Hall,79,30.33,58.0,Yes,Day,ON,OFF,ON,65.4
Corridor,27,20.21,46.92,No,Day,ON,ON,ON,49.5
Meeting Hall,77,26.44,69.42,Yes,Day,OFF,ON,OFF,52.03
Corridor,0,30.52,48.9,No,Day,ON,ON,OFF,42.76
Corridor,14,28.31,51.88,No,Day,ON,ON,ON,53.71
Meeting Hall,14,28.98,36.5,No,Day,ON,ON,OFF,55.02
Meeting Hall,88,21.51,36.78,No,Night,ON,ON,OFF,58.39
Office,42,32.07,35.06,No,Day,ON,ON,OFF,59.15
Floor,4,34.19,37.33,Yes,Day,ON,ON,OFF,56.63
Corridor,71,20.62,75.01,No,Night,ON,OFF,OFF,39.6
Office,85,33.1,64.25,No,Night,OFF,ON,ON,49.92
Meeting Hall,37,24.76,63.6,Yes,Night,ON,OFF,OFF,43.44
Floor,62,29.88,37.3,Yes,Day,ON,OFF,ON,70.9
Office,42,26.61,55.97,No,Day,ON,ON,OFF,47.14
Corridor,50,31.49,54.43,No,Day,ON,ON,OFF,50.69
Office,77,18.77,44.38,No,Day,ON,OFF,ON,56.84
Corridor,82,23.5,43.5,No,Day,ON,OFF,ON,61.31
Meeting Hall,25,18.81,68.12,Yes,Day,ON,ON,ON,61.59
Floor,96,34.01,44.91,Yes,Day,OFF,ON,ON,77.58
Floor,45,20.89,59.62,No,Day,ON,ON,ON,79.81
Floor,11,25.22,75.97,Yes,Day,OFF,OFF,OFF,42.5
Meeting Hall,92,28.9,55.69,No,Day,OFF,OFF,ON,65.06
Corridor,11,25.85,60.2,No,Day,ON,ON,OFF,45.9
Meeting Hall,28,27.12,73.76,Yes,Day,ON,ON,ON,58.2
Floor,60,21.47,66.05,No,Day,ON,ON,ON,77.24
Meeting Hall,40,19.14,30.67,Yes,Day,ON,OFF,OFF,45.16
Meeting Hall,19,22.38,37.24,No,Day,OFF,ON,ON,46.66
Meeting Hall,97,23.39,43.45,Yes,Day,ON,OFF,ON,63.93
Corridor,45,25.07,51.52,No,Day,OFF,ON,ON,45.33
Office,29,23.03,43.8,No,Night,OFF,OFF,ON,35.17
Office,92,18.61,53.07,No,Day,ON,ON,ON,61.89
Meeting Hall,38,19.61,69.19,No,Day,ON,OFF,ON,57.52
Office,39,29.45,78.65,Yes,Night,ON,ON,ON,48.82
Office,50,19.07,61.47,No,Day,OFF,OFF,ON,43.95
Meeting Hall,1,18.79,73.51,No,Day,OFF,ON,OFF,37.69
Meeting Hall,89,31.8,47.19,No,Day,ON,OFF,ON,69.99
Floor,64,18.7,36.84,Yes,Night,ON,ON,OFF,57.88
Office,27,19.17,71.65,No,Day,ON,ON,ON,52.17
Corridor,50,27.34,68.58,Yes,Day,OFF,ON,OFF,39.28
Meeting Hall,7,25.53,41.81,No,Day,OFF,ON,ON,50.07
Floor,30,34.4,56.93,Yes,Day,ON,ON,ON,73.33
Corridor,38,33.93,79.69,No,Day,ON,ON,ON,57.84
Office,59,29.22,78.59,Yes,Night,ON,ON,ON,54.22
Floor,82,19.22,52.61,No,Day,ON,ON,OFF,70.52
Meeting Hall,76,26.55,44.18,No,Day,OFF,ON,ON,64.06
Corridor,15,18.77,44.68,Yes,Day,ON,ON,ON,43.74
Meeting Hall,22,33.43,73.91,No,Day,ON,ON,OFF,57.87
Office,10,29.22,63.45,Yes,Night,ON,ON,ON,41.62
Corridor,87,27.76,59.97,No,Day,ON,OFF,ON,59.88
Office,53,25.27,43.4,No,Day,ON,ON,ON,61.66
Office,73,26.67,50.32,No,Day,OFF,OFF,ON,53.99
Floor,68,24.81,57.89,No,Day,OFF,ON,ON,71.7
Meeting Hall,11,19.69,56.06,No,Day,ON,OFF,OFF,44.06
Corridor,35,29.24,32.63,No,Night,ON,ON,ON,43.61
Office,56,34.94,54.34,Yes,Day,ON,OFF,OFF,51.01
Office,25,19.91,60.53,No,Night,ON,ON,OFF,41.71
Corridor,91,34.9,69.38,No,Night,ON,ON,OFF,54.84
Office,79,33.29,36.43,No,Night,ON,ON,ON,64.56
Floor,65,33.2,71.23,Yes,Day,ON,ON,ON,73.2
Floor,89,32.13,34.65,No,Day,OFF,ON,ON,79.36
Floor,3,33.7,54.97,No,Night,ON,ON,OFF,57.09
Floor,92,22.19,34.24,Yes,Night,ON,OFF,OFF,63.52
Office,15,25.43,70.87,No,Night,ON,ON,ON,47.82
Corridor,21,26.16,53.19,No,Day,OFF,ON,OFF,35.33
Corridor,63,19.16,61.03,No,Day,ON,OFF,ON,54.33
Corridor,69,34.68,54.94,No,Night,ON,OFF,OFF,53.58
Corridor,91,29.72,53.06,No,Day,ON,ON,OFF,57.85
Meeting Hall,10,25.68,39.13,Yes,Day,ON,OFF,OFF,46.82
Corridor,41,34.87,77.17,No,Day,OFF,ON,OFF,47.92
Meeting Hall,84,22.63,66.43,Yes,Day,OFF,ON,ON,58.94
Meeting Hall,89,23.73,58.34,No,Day,ON,ON,ON,72.27
Floor,38,21.24,40.29,No,Day,OFF,ON,ON,57.52
Meeting Hall,46,21.17,50.02,No,Day,ON,ON,OFF,53.39
Office,21,21.2,47.12,No,Day,ON,ON,OFF,44.28
Meeting Hall,29,28.38,67.78,Yes,Day,OFF,ON,ON,51.43
Floor,29,23.0,39.65,No,Day,ON,ON,ON,67.39
Meeting Hall,32,34.18,63.36,No,Night,ON,OFF,ON,56.87
Office,29,31.88,75.13,Yes,Day,OFF,OFF,ON,37.44
Office,36,20.74,71.92,No,Day,ON,OFF,ON,54.23
Office,52,32.18,46.97,No,Night,ON,OFF,OFF,47.96
Floor,29,23.88,37.59,No,Night,OFF,OFF,ON,43.48
Floor,25,21.87,48.13,Yes,Day,OFF,OFF,ON,51.82
Corridor,5,31.3,49.72,No,Day,OFF,ON,ON,43.64
Floor,53,32.57,56.87,Yes,Day,ON,ON,OFF,69.72
Office,55,34.33,32.26,Yes,Day,OFF,ON,OFF,45.19
Office,3,25.14,55.54,Yes,Night,OFF,ON,ON,28.03
Floor,78,27.56,60.25,Yes,Night,ON,ON,ON,74.13
Meeting Hall,35,28.45,77.1,Yes,Night,OFF,ON,ON,45.04
Floor,62,28.67,66.24,No,Day,ON,OFF,OFF,68.06
Floor,2,24.84,31.41,No,Day,ON,ON,OFF,55.03
Office,56,20.59,38.76,Yes,Night,ON,ON,OFF,41.28
Corridor,79,19.2,53.77,Yes,Day,ON,ON,ON,55.04
Office,15,33.4,78.8,No,Day,ON,OFF,ON,51.12
Corridor,39,24.23,60.06,No,Night,ON,ON,ON,49.46
Office,52,21.07,72.21,Yes,Day,ON,ON,ON,59.54
Floor,90,34.72,35.2,Yes,Day,ON,OFF,OFF,75.34
Office,5,31.65,51.86,Yes,Night,ON,OFF,ON,41.23
Office,20,34.68,31.12,Yes,Day,OFF,OFF,ON,37.71
Office,76,22.74,42.42,Yes,Day,OFF,OFF,ON,44.52
Floor,8,25.88,70.57,No,Day,OFF,ON,OFF,49.51
Floor,62,31.75,61.11,Yes,Day,ON,OFF,OFF,69.06
Floor,42,27.38,44.1,No,Day,OFF,ON,ON,62.35
Floor,71,24.03,72.1,Yes,Day,ON,OFF,ON,75.36
Corridor,27,20.69,66.76,No,Day,ON,ON,ON,49.24
Corridor,44,27.55,55.09,No,Night,OFF,ON,ON,41.62
Meeting Hall,57,28.17,32.21,No,Day,ON,ON,OFF,69.47
Floor,82,30.25,75.32,No,Night,OFF,ON,OFF,68.54
Corridor,28,31.44,63.45,No,Day,ON,ON,OFF,48.74
Office,94,20.01,70.67,No,Day,ON,ON,OFF,65.98
Floor,53,28.68,76.79,No,Day,OFF,OFF,OFF,58.65
Meeting Hall,56,31.28,36.92,No,Day,ON,ON,OFF,64.14
Meeting Hall,32,24.61,67.64,No,Night,OFF,ON,OFF,41.7
Meeting Hall,69,22.68,37.73,No,Day,OFF,OFF,OFF,49.27
Office,63,26.15,55.78,No,Day,ON,OFF,ON,54.74
Corridor,3,23.27,66.35,No,Day,ON,ON,ON,46.41
Office,15,26.67,56.02,Yes,Day,ON,ON,ON,47.96
Floor,2,23.24,53.63,Yes,Day,ON,OFF,OFF,50.52
Meeting Hall,88,25.19,44.17,No,Day,ON,ON,ON,71.9
Office,62,33.56,68.4,Yes,Day,ON,ON,ON,62.81
Office,80,33.58,34.47,No,Day,OFF,ON,ON,59.51
Corridor,21,34.87,41.59,Yes,Day,OFF,OFF,OFF,31.77
Corridor,81,26.26,32.26,No,Day,OFF,ON,OFF,48.03
Meeting Hall,95,20.86,38.85,No,Day,ON,ON,OFF,69.86
Office,17,33.11,50.38,No,Day,ON,OFF,ON,48.77
Office,56,28.15,31.49,No,Night,OFF,ON,ON,43.11
Corridor,89,30.71,41.34,No,Night,ON,ON,ON,59.26
Office,24,20.76,32.03,No,Night,OFF,ON,OFF,30.79
Office,27,23.43,73.79,No,Day,OFF,OFF,OFF,34.35
Office,39,22.68,74.5,Yes,Night,ON,OFF,OFF,35.29
Corridor,22,27.52,64.93,No,Day,OFF,OFF,ON,34.94
Meeting Hall,7,34.95,59.73,No,Night,ON,ON,OFF,54.08
Floor,12,28.41,69.79,No,Day,OFF,ON,ON,60.52
Meeting Hall,43,27.74,44.07,No,Day,ON,ON,ON,64.65
Floor,46,30.9,67.1,No,Day,ON,ON,OFF,76.31
Office,9,23.59,46.51,Yes,Day,OFF,OFF,ON,35.61
Meeting Hall,40,22.3,52.15,Yes,Night,OFF,ON,OFF,39.66
